Packet, Sample offset, Latency (ms), [packet_received_bit][packet_created_bit][button_press_mirror_bit]
1, 0, 0.0, 1111 1110 1111 1110 
1, 1, 0.001, 1000 0001 1000 0001 
1, 20, 0.02, 1000 0001 0000 0001 
1, 151, 0.151, 1111 1110 0111 1110 
1, 529, 0.529, 0111 1110 1111 1110 
1, 912, 0.912, 1111 1110 0111 1110 
1, 1766, 1.766, 1111 1110 1111 1110 
1, 2034, 2.034, 1111 1110 0111 1110 
1, 2934, 2.934, 0111 1110 1111 1110 
1, 3196, 3.196, 0000 0000 0000 0000 
2, 0, 0.0, 0111 1110 0111 1110 
2, 1, 0.001, 0000 0001 0000 0001 
2, 20, 0.02, 0000 0001 1000 0001 
2, 97, 0.097, 0111 1110 1111 1110 
2, 395, 0.395, 1111 1110 0111 1110 
2, 748, 0.748, 0111 1110 1111 1110 
2, 1524, 1.524, 1111 1110 0111 1110 
2, 1871, 1.871, 0111 1110 1111 1110 
2, 2679, 2.679, 1111 1110 0111 1110 
2, 2924, 2.924, 0111 1110 1111 1110 
2, 3634, 3.634, 0111 1110 0111 1110 
2, 4077, 4.077, 0111 1110 1111 1110 
2, 103970, 103.97, 0000 0000 0000 0000 
3, 0, 0.0, 1111 1110 1111 1110 
3, 1, 0.001, 1000 0001 1000 0001 
3, 20, 0.02, 1000 0001 0000 0001 
3, 214, 0.214, 1111 1110 0111 1110 
3, 695, 0.695, 0111 1110 1111 1110 
3, 1043, 1.043, 1111 1110 0111 1110 
3, 1935, 1.935, 1111 1110 1111 1110 
3, 2163, 2.163, 0111 1110 1111 1110 
3, 2271, 2.271, 1111 1110 0111 1110 
3, 3197, 3.197, 0111 1110 1111 1110 
3, 3477, 3.477, 1111 1110 0111 1110 
3, 4251, 4.251, 1000 0001 0000 0001 
3, 4310, 4.31, 1111 1110 0111 1110 
3, 33359, 33.359, 0000 0000 0000 0000 
3, 37455, 37.455, 1111 1110 0111 1110 
3, 71209, 71.209, 0000 0000 0000 0000 
3, 79401, 79.401, 1111 1110 0111 1110 
3, 186316, 186.316, 0111 1110 0111 1110 
3, 186482, 186.482, 1111 1110 0111 1110 
3, 186720, 186.72, 0000 0000 0000 0000 
4, 0, 0.0, 0111 1110 0111 1110 
4, 1, 0.001, 0000 0001 0000 0001 
4, 20, 0.02, 0000 0001 1000 0001 
4, 210, 0.21, 0111 1110 1111 1110 
4, 661, 0.661, 1111 1110 0111 1110 
4, 1089, 1.089, 0111 1110 1111 1110 
4, 1956, 1.956, 0111 1110 0111 1110 
4, 2260, 2.26, 0111 1110 1111 1110 
4, 3231, 3.231, 1111 1110 0111 1110 
4, 3480, 3.48, 0111 1110 1111 1110 
4, 38417, 38.417, 0000 0000 0000 0000 
4, 42513, 42.513, 0111 1110 1111 1110 
4, 50583, 50.583, 1111 1110 1111 1110 
4, 50707, 50.707, 0111 1110 1111 1110 
4, 51113, 51.113, 0000 0000 0000 0000 
5, 0, 0.0, 1111 1110 1111 1110 
5, 1, 0.001, 1000 0001 1000 0001 
5, 20, 0.02, 1000 0001 0000 0001 
5, 160, 0.16, 1111 1110 0111 1110 
5, 542, 0.542, 0111 1110 1111 1110 
5, 913, 0.913, 1111 1110 0111 1110 
5, 1759, 1.759, 1111 1110 1111 1110 
5, 2042, 2.042, 1111 1110 0111 1110 
5, 3005, 3.005, 0111 1110 1111 1110 
5, 3246, 3.246, 1111 1110 0111 1110 
5, 4051, 4.051, 1111 1110 1111 1110 
5, 4061, 4.061, 1111 1110 0111 1110 
5, 4077, 4.077, 1111 1110 1111 1110 
5, 4097, 4.097, 1000 0001 1000 0001 
5, 4116, 4.116, 1000 0001 0000 0001 
5, 4256, 4.256, 1111 1110 0111 1110 
5, 29678, 29.678, 0000 0000 0000 0000 
5, 33774, 33.774, 1111 1110 0111 1110 
5, 196516, 196.516, 0111 1110 0111 1110 
5, 197744, 197.744, 1111 1110 0111 1110 
5, 198371, 198.371, 0000 0000 0000 0000 
6, 0, 0.0, 0111 1110 0111 1110 
6, 1, 0.001, 0000 0001 0000 0001 
6, 20, 0.02, 0000 0001 1000 0001 
6, 152, 0.152, 0111 1110 1111 1110 
6, 551, 0.551, 0111 1110 0111 1110 
6, 921, 0.921, 0111 1110 1111 1110 
6, 1763, 1.763, 0111 1110 0111 1110 
6, 2064, 2.064, 0111 1110 1111 1110 
6, 3049, 3.049, 1111 1110 0111 1110 
6, 3403, 3.403, 0111 1110 1111 1110 
6, 9039, 9.039, 0000 0000 0000 0000 
6, 13135, 13.135, 0111 1110 1111 1110 
6, 30036, 30.036, 0000 0000 0000 0000 
6, 34132, 34.132, 0111 1110 1111 1110 
6, 42023, 42.023, 0000 0000 0000 0000 
7, 0, 0.0, 1111 1110 1111 1110 
7, 1, 0.001, 1000 0001 1000 0001 
7, 20, 0.02, 1000 0001 0000 0001 
7, 155, 0.155, 1111 1110 0111 1110 
7, 545, 0.545, 0111 1110 1111 1110 
7, 874, 0.874, 1111 1110 0111 1110 
7, 1722, 1.722, 0111 1110 1111 1110 
7, 1820, 1.82, 1111 1110 1111 1110 
7, 2022, 2.022, 1111 1110 0111 1110 
7, 2972, 2.972, 0111 1110 1111 1110 
7, 3237, 3.237, 1111 1110 0111 1110 
7, 3962, 3.962, 1111 1110 1111 1110 
7, 4097, 4.097, 1000 0001 1000 0001 
7, 4116, 4.116, 1000 0001 0000 0001 
7, 4251, 4.251, 1111 1110 0111 1110 
7, 5579, 5.579, 0000 0000 0000 0000 
7, 9675, 9.675, 1111 1110 0111 1110 
7, 13678, 13.678, 0000 0000 0000 0000 
7, 25966, 25.966, 1111 1110 0111 1110 
7, 40263, 40.263, 0000 0000 0000 0000 
7, 44359, 44.359, 1111 1110 0111 1110 
7, 46155, 46.155, 0000 0000 0000 0000 
7, 54347, 54.347, 1111 1110 0111 1110 
7, 57206, 57.206, 0000 0000 0000 0000 
7, 65398, 65.398, 1111 1110 0111 1110 
7, 68744, 68.744, 0000 0000 0000 0000 
7, 85128, 85.128, 1111 1110 0111 1110 
7, 85174, 85.174, 0000 0000 0000 0000 
7, 97462, 97.462, 1111 1110 0111 1110 
7, 97543, 97.543, 0000 0000 0000 0000 
8, 0, 0.0, 0111 1110 1111 1110 
8, 4096, 4.096, 0000 0000 0000 0000 
8, 25659, 25.659, 0111 1110 1111 1110 
8, 25923, 25.923, 0000 0000 0000 0000 
8, 30019, 30.019, 0111 1110 1111 1110 
8, 31797, 31.797, 0000 0000 0000 0000 
8, 35893, 35.893, 0111 1110 1111 1110 
8, 39216, 39.216, 0000 0000 0000 0000 
8, 51504, 51.504, 0111 1110 1111 1110 
8, 53028, 53.028, 0000 0000 0000 0000 
8, 61220, 61.22, 0111 1110 1111 1110 
8, 66871, 66.871, 0000 0000 0000 0000 
8, 75063, 75.063, 0111 1110 1111 1110 
8, 255371, 255.371, 0000 0000 0000 0000 
9, 0, 0.0, 1111 1110 0111 1110 
9, 826, 0.826, 1000 0001 0000 0001 
9, 1335, 1.335, 1111 1110 0111 1110 
9, 4096, 4.096, 0000 0000 0000 0000 
10, 0, 0.0, 0111 1110 0111 1110 
10, 1, 0.001, 0000 0001 0000 0001 
10, 20, 0.02, 0000 0001 1000 0001 
10, 114, 0.114, 0111 1110 1111 1110 
10, 2836, 2.836, 0111 1110 0111 1110 
10, 4096, 4.096, 0000 0000 0000 0000 
10, 4423, 4.423, 0111 1110 1111 1110 
10, 11298, 11.298, 0000 0000 0000 0000 
10, 27682, 27.682, 0111 1110 1111 1110 
10, 27869, 27.869, 0000 0000 0000 0000 
10, 31965, 31.965, 0111 1110 1111 1110 
10, 46822, 46.822, 0000 0000 0000 0000 
10, 50918, 50.918, 0111 1110 1111 1110 
10, 54684, 54.684, 0000 0000 0000 0000 
10, 79260, 79.26, 0111 1110 1111 1110 
10, 79783, 79.783, 0000 0000 0000 0000 
10, 87975, 87.975, 0111 1110 1111 1110 
10, 90922, 90.922, 0000 0000 0000 0000 
11, 0, 0.0, 1000 0001 1000 0001 
11, 19, 0.019, 1000 0001 0000 0001 
11, 443, 0.443, 1111 1110 0111 1110 
11, 1860, 1.86, 1111 1110 1111 1110 
11, 2198, 2.198, 0111 1110 1111 1110 
11, 2291, 2.291, 0000 0000 0000 0000 
11, 6387, 6.387, 1111 1110 0111 1110 
11, 8500, 8.5, 1000 0001 0000 0001 
11, 8635, 8.635, 1111 1110 0111 1110 
11, 14261, 14.261, 0000 0000 0000 0000 
11, 18357, 18.357, 1111 1110 0111 1110 
11, 21809, 21.809, 0000 0000 0000 0000 
11, 38193, 38.193, 1111 1110 0111 1110 
11, 39165, 39.165, 0000 0000 0000 0000 
11, 43261, 43.261, 1111 1110 0111 1110 
11, 46145, 46.145, 0000 0000 0000 0000 
11, 50241, 50.241, 1111 1110 0111 1110 
11, 53478, 53.478, 0000 0000 0000 0000 
11, 57574, 57.574, 1111 1110 0111 1110 
11, 58964, 58.964, 0000 0000 0000 0000 
11, 63060, 63.06, 1111 1110 0111 1110 
11, 63237, 63.237, 0000 0000 0000 0000 
11, 67333, 67.333, 1111 1110 0111 1110 
11, 68016, 68.016, 0000 0000 0000 0000 
12, 0, 0.0, 0000 0001 0000 0001 
12, 154, 0.154, 0111 1110 0111 1110 
12, 361, 0.361, 0111 1110 1111 1110 
12, 650, 0.65, 0111 1110 0111 1110 
12, 1005, 1.005, 0111 1110 1111 1110 
12, 2019, 2.019, 0111 1110 0111 1110 
12, 2299, 2.299, 0111 1110 1111 1110 
12, 3352, 3.352, 0111 1110 0111 1110 
12, 3644, 3.644, 0111 1110 1111 1110 
12, 4430, 4.43, 0111 1110 0111 1110 
12, 4457, 4.457, 0111 1110 1111 1110 
12, 17107, 17.107, 0000 0000 0000 0000 
12, 37587, 37.587, 0111 1110 1111 1110 
12, 44601, 44.601, 0000 0000 0000 0000 
12, 48697, 48.697, 0111 1110 1111 1110 
12, 52361, 52.361, 0000 0000 0000 0000 
12, 56457, 56.457, 0111 1110 1111 1110 
12, 59539, 59.539, 0000 0000 0000 0000 
12, 71827, 71.827, 0111 1110 1111 1110 
12, 74513, 74.513, 0000 0000 0000 0000 
13, 0, 0.0, 1111 1110 1111 1110 
13, 1, 0.001, 1000 0001 1000 0001 
13, 20, 0.02, 1000 0001 0000 0001 
13, 262, 0.262, 1111 1110 0111 1110 
13, 791, 0.791, 1111 1110 1111 1110 
13, 1073, 1.073, 0000 0000 0000 0000 
13, 9265, 9.265, 1111 1110 0111 1110 
13, 11020, 11.02, 0000 0000 0000 0000 
13, 15116, 15.116, 1111 1110 0111 1110 
13, 18810, 18.81, 0000 0000 0000 0000 
13, 31098, 31.098, 1111 1110 0111 1110 
13, 33407, 33.407, 0000 0000 0000 0000 
13, 41599, 41.599, 1111 1110 0111 1110 
13, 45466, 45.466, 0000 0000 0000 0000 
13, 53658, 53.658, 1111 1110 0111 1110 
13, 54674, 54.674, 0111 1110 0111 1110 
13, 55759, 55.759, 1111 1110 0111 1110 
13, 56334, 56.334, 0000 0000 0000 0000 
14, 0, 0.0, 0111 1110 0111 1110 
14, 1, 0.001, 0000 0001 0000 0001 
14, 20, 0.02, 0000 0001 1000 0001 
14, 151, 0.151, 0111 1110 1111 1110 
14, 585, 0.585, 0111 1110 0111 1110 
14, 1040, 1.04, 0111 1110 1111 1110 
14, 2007, 2.007, 1111 1110 0111 1110 
14, 2288, 2.288, 0111 1110 1111 1110 
14, 3255, 3.255, 0111 1110 0111 1110 
14, 3538, 3.538, 0111 1110 1111 1110 
14, 30461, 30.461, 0000 0000 0000 0000 
14, 34557, 34.557, 0111 1110 1111 1110 
14, 88008, 88.008, 0000 0000 0000 0000 
15, 0, 0.0, 1111 1110 1111 1110 
15, 1, 0.001, 1000 0001 1000 0001 
15, 20, 0.02, 1000 0001 0000 0001 
15, 177, 0.177, 1111 1110 0111 1110 
15, 580, 0.58, 0111 1110 1111 1110 
15, 925, 0.925, 1111 1110 0111 1110 
15, 1794, 1.794, 0111 1110 1111 1110 
15, 2068, 2.068, 1111 1110 1111 1110 
15, 2147, 2.147, 1111 1110 0111 1110 
15, 3138, 3.138, 0111 1110 1111 1110 
15, 3359, 3.359, 1111 1110 1111 1110 
15, 3430, 3.43, 1111 1110 0111 1110 
15, 4175, 4.175, 1000 0001 0000 0001 
15, 4273, 4.273, 1111 1110 0111 1110 
15, 29426, 29.426, 0000 0000 0000 0000 
15, 33522, 33.522, 1111 1110 0111 1110 
15, 39980, 39.98, 0000 0000 0000 0000 
15, 44076, 44.076, 1111 1110 0111 1110 
15, 407971, 407.971, 0000 0000 0000 0000 
16, 0, 0.0, 1111 1110 0111 1110 
16, 1, 0.001, 1000 0001 0000 0001 
16, 20, 0.02, 1000 0001 1000 0001 
16, 182, 0.182, 1111 1110 1111 1110 
16, 825, 0.825, 1111 1110 0111 1110 
16, 1214, 1.214, 1111 1110 1111 1110 
16, 2267, 2.267, 0111 1110 0111 1110 
16, 2527, 2.527, 1111 1110 1111 1110 
16, 3239, 3.239, 1111 1110 0111 1110 
16, 3693, 3.693, 1111 1110 1111 1110 
16, 28815, 28.815, 0000 0000 0000 0000 
16, 32911, 32.911, 1111 1110 1111 1110 
16, 95152, 95.152, 0000 0000 0000 0000 
17, 0, 0.0, 0111 1110 1111 1110 
17, 1, 0.001, 0000 0001 1000 0001 
17, 20, 0.02, 0000 0001 0000 0001 
17, 126, 0.126, 0111 1110 0111 1110 
17, 581, 0.581, 1111 1110 1111 1110 
17, 927, 0.927, 0111 1110 0111 1110 
17, 1766, 1.766, 0111 1110 1111 1110 
17, 1965, 1.965, 1111 1110 1111 1110 
17, 2036, 2.036, 0111 1110 0111 1110 
17, 2943, 2.943, 1111 1110 1111 1110 
17, 3240, 3.24, 0111 1110 0111 1110 
17, 4069, 4.069, 0111 1110 1111 1110 
17, 4097, 4.097, 0000 0001 1000 0001 
17, 4116, 4.116, 0000 0001 0000 0001 
17, 4222, 4.222, 0111 1110 0111 1110 
17, 30694, 30.694, 0000 0000 0000 0000 
17, 34790, 34.79, 0111 1110 0111 1110 
17, 76291, 76.291, 0000 0000 0000 0000 
18, 0, 0.0, 1111 1110 0111 1110 
18, 1, 0.001, 1000 0001 0000 0001 
18, 20, 0.02, 1000 0001 1000 0001 
18, 220, 0.22, 1111 1110 1111 1110 
18, 652, 0.652, 0111 1110 0111 1110 
18, 832, 0.832, 1111 1110 0111 1110 
18, 1001, 1.001, 1111 1110 1111 1110 
18, 1892, 1.892, 1111 1110 0111 1110 
18, 2197, 2.197, 1111 1110 1111 1110 
18, 3165, 3.165, 0111 1110 0111 1110 
18, 3412, 3.412, 1111 1110 1111 1110 
18, 4277, 4.277, 1000 0001 1000 0001 
18, 4316, 4.316, 1111 1110 1111 1110 
18, 18286, 18.286, 0000 0000 0000 0000 
18, 22382, 22.382, 1111 1110 1111 1110 
18, 29908, 29.908, 0000 0000 0000 0000 
18, 34004, 34.004, 1111 1110 1111 1110 
18, 78829, 78.829, 0111 1110 1111 1110 
18, 78840, 78.84, 1111 1110 1111 1110 
18, 79187, 79.187, 0000 0000 0000 0000 
19, 0, 0.0, 0000 0001 1000 0001 
19, 19, 0.019, 0000 0001 0000 0001 
19, 130, 0.13, 0111 1110 0111 1110 
19, 512, 0.512, 1111 1110 1111 1110 
19, 870, 0.87, 0111 1110 0111 1110 
19, 1765, 1.765, 0111 1110 1111 1110 
19, 2062, 2.062, 0111 1110 0111 1110 
19, 3027, 3.027, 1111 1110 1111 1110 
19, 3274, 3.274, 0111 1110 0111 1110 
19, 4115, 4.115, 0000 0001 0000 0001 
19, 4226, 4.226, 0111 1110 0111 1110 
19, 30371, 30.371, 0000 0000 0000 0000 
19, 34467, 34.467, 0111 1110 0111 1110 
19, 75898, 75.898, 0000 0000 0000 0000 
20, 0, 0.0, 1111 1110 0111 1110 
20, 1, 0.001, 1000 0001 0000 0001 
20, 20, 0.02, 1000 0001 1000 0001 
20, 161, 0.161, 1111 1110 1111 1110 
20, 527, 0.527, 0111 1110 0111 1110 
20, 899, 0.899, 1111 1110 1111 1110 
20, 1879, 1.879, 0111 1110 0111 1110 
20, 2146, 2.146, 1111 1110 1111 1110 
20, 3103, 3.103, 0111 1110 0111 1110 
20, 3375, 3.375, 1111 1110 1111 1110 
20, 4098, 4.098, 1000 0001 0000 0001 
20, 4106, 4.106, 1111 1110 1111 1110 
20, 4112, 4.112, 1000 0001 0000 0001 
20, 4116, 4.116, 1000 0001 1000 0001 
20, 4257, 4.257, 1111 1110 1111 1110 
20, 31047, 31.047, 0000 0000 0000 0000 
20, 35143, 35.143, 1111 1110 1111 1110 
20, 81116, 81.116, 0000 0000 0000 0000 
21, 0, 0.0, 0111 1110 1111 1110 
21, 1, 0.001, 0000 0001 1000 0001 
21, 20, 0.02, 0000 0001 0000 0001 
21, 153, 0.153, 0111 1110 0111 1110 
21, 530, 0.53, 1111 1110 1111 1110 
21, 856, 0.856, 0111 1110 0111 1110 
21, 1669, 1.669, 1111 1110 1111 1110 
21, 2006, 2.006, 0111 1110 0111 1110 
21, 3053, 3.053, 1111 1110 1111 1110 
21, 3125, 3.125, 0111 1110 1111 1110 
21, 3285, 3.285, 0111 1110 0111 1110 
21, 3993, 3.993, 0111 1110 1111 1110 
21, 4097, 4.097, 0000 0001 1000 0001 
21, 4116, 4.116, 0000 0001 0000 0001 
21, 4249, 4.249, 0111 1110 0111 1110 
21, 31000, 31.0, 0000 0000 0000 0000 
21, 35096, 35.096, 0111 1110 0111 1110 
21, 35402, 35.402, 0000 0000 0000 0000 
21, 39498, 39.498, 0111 1110 0111 1110 
21, 76421, 76.421, 0000 0000 0000 0000 
21, 80517, 80.517, 0111 1110 0111 1110 
21, 82359, 82.359, 0000 0000 0000 0000 
22, 0, 0.0, 1111 1110 0111 1110 
22, 1, 0.001, 1000 0001 0000 0001 
22, 20, 0.02, 1000 0001 1000 0001 
22, 157, 0.157, 1111 1110 1111 1110 
22, 540, 0.54, 0111 1110 0111 1110 
22, 816, 0.816, 1111 1110 0111 1110 
22, 972, 0.972, 1111 1110 1111 1110 
22, 1830, 1.83, 0111 1110 0111 1110 
22, 2171, 2.171, 1111 1110 1111 1110 
22, 3254, 3.254, 0111 1110 0111 1110 
22, 3518, 3.518, 1111 1110 1111 1110 
22, 78710, 78.71, 0000 0000 0000 0000 
23, 0, 0.0, 0111 1110 1111 1110 
23, 1, 0.001, 0000 0001 1000 0001 
23, 20, 0.02, 0000 0001 0000 0001 
23, 134, 0.134, 0111 1110 0111 1110 
23, 452, 0.452, 1111 1110 1111 1110 
23, 879, 0.879, 0111 1110 0111 1110 
23, 1654, 1.654, 1111 1110 1111 1110 
23, 1990, 1.99, 0111 1110 0111 1110 
23, 2859, 2.859, 1111 1110 1111 1110 
23, 3089, 3.089, 0111 1110 0111 1110 
23, 3788, 3.788, 0111 1110 1111 1110 
23, 4097, 4.097, 0000 0001 1000 0001 
23, 4116, 4.116, 0000 0001 0000 0001 
23, 4230, 4.23, 0111 1110 0111 1110 
23, 30710, 30.71, 0000 0000 0000 0000 
23, 34806, 34.806, 0111 1110 0111 1110 
23, 36634, 36.634, 0000 0000 0000 0000 
23, 40730, 40.73, 0111 1110 0111 1110 
23, 302367, 302.367, 1111 1110 0111 1110 
23, 302545, 302.545, 0111 1110 0111 1110 
23, 302998, 302.998, 0000 0000 0000 0000 
24, 0, 0.0, 1111 1110 0111 1110 
24, 1, 0.001, 1000 0001 0000 0001 
24, 36, 0.036, 1000 0001 1000 0001 
24, 160, 0.16, 1111 1110 1111 1110 
24, 535, 0.535, 0111 1110 0111 1110 
24, 896, 0.896, 1111 1110 1111 1110 
24, 1775, 1.775, 0111 1110 0111 1110 
24, 2050, 2.05, 1111 1110 1111 1110 
24, 3060, 3.06, 0111 1110 0111 1110 
24, 3278, 3.278, 1111 1110 0111 1110 
24, 3301, 3.301, 1111 1110 1111 1110 
24, 14929, 14.929, 0000 0000 0000 0000 
25, 0, 0.0, 0111 1110 1111 1110 
25, 1, 0.001, 0000 0001 1000 0001 
25, 19, 0.019, 0000 0001 0000 0001 
25, 152, 0.152, 0111 1110 0111 1110 
25, 596, 0.596, 1111 1110 1111 1110 
25, 966, 0.966, 0111 1110 0111 1110 
25, 1811, 1.811, 1111 1110 1111 1110 
25, 2143, 2.143, 0111 1110 0111 1110 
25, 3084, 3.084, 0111 1110 1111 1110 
25, 3335, 3.335, 0111 1110 0111 1110 
25, 4081, 4.081, 0111 1110 1111 1110 
25, 4097, 4.097, 0000 0001 1000 0001 
25, 4115, 4.115, 0000 0001 0000 0001 
25, 4248, 4.248, 0111 1110 0111 1110 
25, 101074, 101.074, 1111 1110 0111 1110 
25, 101508, 101.508, 0111 1110 0111 1110 
25, 101870, 101.87, 0000 0000 0000 0000 
26, 0, 0.0, 1111 1110 0111 1110 
26, 1, 0.001, 1000 0001 0000 0001 
26, 20, 0.02, 1000 0001 1000 0001 
26, 155, 0.155, 1111 1110 1111 1110 
26, 695, 0.695, 0111 1110 0111 1110 
26, 1022, 1.022, 1111 1110 1111 1110 
26, 1900, 1.9, 0111 1110 0111 1110 
26, 2191, 2.191, 1111 1110 1111 1110 
26, 3128, 3.128, 1111 1110 0111 1110 
26, 3368, 3.368, 1111 1110 1111 1110 
26, 4232, 4.232, 1000 0001 1000 0001 
26, 4251, 4.251, 1111 1110 1111 1110 
26, 30765, 30.765, 0000 0000 0000 0000 
26, 34861, 34.861, 1111 1110 1111 1110 
26, 39717, 39.717, 0000 0000 0000 0000 
26, 43813, 43.813, 1111 1110 1111 1110 
26, 74708, 74.708, 0111 1110 1111 1110 
26, 74991, 74.991, 1111 1110 1111 1110 
26, 75321, 75.321, 0000 0000 0000 0000 
27, 0, 0.0, 0111 1110 1111 1110 
27, 1, 0.001, 0000 0001 1000 0001 
27, 20, 0.02, 0000 0001 0000 0001 
27, 161, 0.161, 0111 1110 0111 1110 
27, 591, 0.591, 1111 1110 1111 1110 
27, 929, 0.929, 0111 1110 0111 1110 
27, 1853, 1.853, 0111 1110 1111 1110 
27, 2118, 2.118, 0111 1110 0111 1110 
27, 3088, 3.088, 1111 1110 1111 1110 
27, 3306, 3.306, 0111 1110 0111 1110 
27, 4133, 4.133, 0000 0001 0000 0001 
27, 4257, 4.257, 0111 1110 0111 1110 
27, 81431, 81.431, 0000 0000 0000 0000 
28, 0, 0.0, 1111 1110 0111 1110 
28, 1, 0.001, 1000 0001 0000 0001 
